sku,descripcion,costo_fabricacion,precio_venta,categoria,margen
BH-FPW-2,BODY HARNESS FLOWER POWER S,2,9,ARNÉS BODY,7
BH-BRY-3,BODY HARNESS BERRY LOVE M,2,10,ARNÉS BODY,8
AC-PKG-3,ARNÉS CLÁSICO PINK GALAXY M,2,11,ARNÉS CLÁSICO,9
BH-TRT-3,BODY HARNESS TURTLE M,2,10,ARNÉS BODY,8
CL-RED-2,Collar Red S,2,10,COLLAR PERRO,8
AR-BRY-3,Dukier Berry Love ArnÈs Reversible M,4,17,ARNÉS REVERSIBLE,13
CR-LPG-2,Correa Cheetah Gold S,2,13,CORREA,11
AC-MMD-2,Dukier Mermaid Arnés Clásico S,2,13,ARNÉS CLÁSICO,11
FD-TRC-4,FUNDA CAMA TERRACOTA L,,,CAMA FUNDA,
PC-AVC-U,COLGADOR DE BOLSAS AVOCADO U,1,5,COLGADOR DE BOLSAS,4
CL-LPG-3,Collar Cheetah Gold M,2,9,COLLAR PERRO,7
AT-TRT-3,ARNÉS TRAIL TURTLE M,7,24,ARNÉS TRAIL,17
CLV-PNK-2,COLLAR PVC PINK PVC S,2,15,PVC COLLAR PERRO,13
CO-RED-6,RED COAT,7,26,ABRIGO,19
AR-UNC-4,ARNÉS REVERSIBLE UNICORNS L,4,16,ARNÉS REVERSIBLE,12
PJ-MMD-4,Dukier Mermaid Pajarita L,1,6,PAJARITA,5
RC-AVC-1,Dukier Chubasqueros Avocado Xs,5,12,CHUBASQUERO,7
CL-BLU-2,Collar Blue S,2,10,COLLAR PERRO,8
CR-TAT-2,CORREA TATTOO S,2,14,CORREA,12
BH-DGT-5,Body Dogtella XL,3,11,ARNÉS BODY,8
AC-DGT-3,ARNÉS CLÁSICO DOGTELLA M,2,13,ARNÉS CLÁSICO,11
CR-ALN-2,CORREA ALIEN S,2,16,CORREA,14
PB-LPG-2,Porta Bolsas Cheetah Gold U,2,5,PORTA BOLSAS,3
CLV-BLK-3,COLLAR PVC BLACKPVC M,3,14,PVC COLLAR PERRO,11
BH-TER-5,BODY HARNESS TERRACOTA XL,2,6,ARNÉS BODY,4
CL-SBL-1,COLLAR SOFT BLUE XS,1,6,COLLAR PERRO,5
CR-MNT-2,Correa Mint S,2,14,CORREA,12
MN-MMD-0,Manta Enrollable Mermaid,8,22,MANTA ENROLLABLE,14
BH-BEI-5,BODY HARNESS BEIGE XL,2,6,ARNÉS BODY,4
CL-TER-3,COLLAR TERRACOTA M,1,6,COLLAR PERRO,5
BK-AVC-U,BLANKET AVOCADO,8,21,BLANKET,13
CR-YLL-2,Correa Lime S,2,13,CORREA,11
PB-SWT-2,PORTA BOLSAS SWEETS U,2,5,PORTA BOLSAS,3
RC-AVC-5,Dukier Chubasqueros Avocado Xl,5,10,CHUBASQUERO,5
AR-LPG-3,Arnés Ajustable Cheetah Gold M,4,14,ARNÉS AJUSTABLE,10
AR-GMM-1,Dukier Bears Gummy Arnés Ajustable Xs,3,16,ARNÉS AJUSTABLE,13
PJ-TAT-2,PAJARITA TATTOO L,1,5,PAJARITA,4
CR-PRP-2,Correa Purple S,2,14,CORREA,12
AR-AVC-5,ARNÉS REVERSIBLE AVOCADO XL,5,14,ARNÉS REVERSIBLE,9
AR-TAT-3,ARNES REVERSIBLE TATTOO M,4,15,ARNÉS REVERSIBLE,11
CO-RED-5,RED COAT XL,6,25,ABRIGO,19
AC-BLU-2,Arnés clásico Blue S,2,12,ARNÉS CLÁSICO,10
CL-PNK-3,Collar Pink M,2,10,COLLAR PERRO,8
AC-MNT-2,Arnés Clásico Mint S,2,12,ARNÉS CLÁSICO,10
PBV-BEI-2,POO BAG HOLDER BEIGE PVC U,2,7,PVC PORTA BOLSAS,5
BD-BEI-4,CAMAS BEIGE L,,,CAMA,
CO-BLU-6,BLUE COAT XXL,7,26,ABRIGO,19
CL-SGR-1,COLLAR SOFT GREEN XS,1,6,COLLAR PERRO,5
BH-MNT-1,Body Mint XS,2,12,ARNÉS BODY,10
CL-SWT-2,Collar SWEETS S,2,11,COLLAR PERRO,9
AR-PCE-2,Dukier Peace Arnés Reversible S,3,16,ARNÉS REVERSIBLE,13
AR-BEE-4,Dukier Beer Arnés Ajustable L,4,18,ARNÉS AJUSTABLE,14
CR-YLL-4,Correa Lime L,3,14,CORREA,11
AR-AVC-3,ARNÉS REVERSIBLE AVOCADO M,4,15,ARNÉS REVERSIBLE,11
CO-PRP-4,PURPLE COAT L,6,25,ABRIGO,19
PBV-GRN-2,POO BAG HOLDER GREEN PVC U,2,7,PVC PORTA BOLSAS,5
CL-TRT-2,Collar TURTLE S,2,11,COLLAR PERRO,9
RC-AVC-4,Dukier Chubasqueros Avocado L,5,10,CHUBASQUERO,5
CL-PRP-3,Collar Purple M,2,10,COLLAR PERRO,8
AR-BRY-5,Dukier Berry Love ArnÈs Reversible Xl,5,19,ARNÉS REVERSIBLE,14
BH-BLU-5,Body Blue XL,3,13,ARNÉS BODY,10
CO-RED-4,RED COAT L,6,25,ABRIGO,19
AR-DGT-3,ARNÉS REVERSIBLE DOGTELLA M,4,14,ARNÉS REVERSIBLE,10
CL-BLU-1,Collar Blue XS,1,10,COLLAR PERRO,9
CR-MON-2,Correa Monstera S,2,14,CORREA,12
CO-BLU-4,BLUE COAT L,6,25,ABRIGO,19
CL-MNT-2,Collar Mint S,2,10,COLLAR PERRO,8
CRV-BLK-2,LEASH PVC BLACK PVC S,4,18,PVC CORREA,14
AR-SML-5,Arnés Ajustable Smiley XL,5,15,ARNÉS AJUSTABLE,10
CR-PNK-2,Correa Pink S,2,13,CORREA,11
AR-SML-4,Arnés Ajustable Smiley L,4,16,ARNÉS AJUSTABLE,12
AC-BEE-3,Dukier Beer Arnés Clásico M,2,13,ARNÉS CLÁSICO,11
FD-MNT-4,FUNDA CAMA MINT L,,,CAMA FUNDA,
CG-STC-0,Collar GATO STICKERS U,1,5,GATO,4
AC-PKG-2,ARNÉS CLÁSICO PINK GALAXY S,2,15,ARNÉS CLÁSICO,13
BH-RED-4,Body Red L,3,12,ARNÉS BODY,9
CO-PNK-1,PINK COAT,6,22,ABRIGO,16
AR-TRT-4,ARNÉS REVERSIBLE TURTLE L,4,16,ARNÉS REVERSIBLE,12
CG-GMM-0,Dukier Bears Gummy Collar Gato U,1,5,GATO,4
CL-PKG-4,Collar Pink GALAXY L,2,14,COLLAR PERRO,12
CG-TRT-0,Collar GATO TURTLE U,1,6,GATO,5
RC-RND-1,Dukier Chubasqueros Raindrops Xs,5,13,CHUBASQUERO,8
CG-SML-0,Collar GATO SMILEY,1,5,GATO,4
CL-TRT-1,Collar TURTLE XS,1,10,COLLAR PERRO,9
PJ-AVC-4,PAJARITA AVOCADO L,1,4,PAJARITA,3
BH-BLU-4,Body Blue L,3,13,ARNÉS BODY,10
PB-MNT-2,Porta Bolsas Mint U,2,6,PORTA BOLSAS,4
CG-CLF-0,Collar GATO CALIFORNIA U,1,5,GATO,4
CL-PKG-2,Collar Pink GALAXY S,2,9,COLLAR PERRO,7
CL-PCE-1,Dukier Peace Collar Xs,1,10,COLLAR PERRO,9
AC-PCE-2,Dukier Peace Arnés Clásico S,2,13,ARNÉS CLÁSICO,11
CL-TAT-3,Collar TATTOO M,2,11,COLLAR PERRO,9
AR-UNC-3,ARNÉS REVERSIBLE UNICORNS M,4,15,ARNÉS REVERSIBLE,11
AC-MNT-4,Arnés Clásico Mint L,3,12,ARNÉS CLÁSICO,9
CR-ALN-4,CORREA ALIEN L,3,17,CORREA,14
CR-BEE-4,Dukier Beer Correa L,3,15,CORREA,12
RC-RPW-6,CHUBASQUEROS FLOWER POWER XXL,5,21,CHUBASQUERO,16
AC-MNT-3,Arnés Clásico Mint M,2,12,ARNÉS CLÁSICO,10
AR-MON-1,Arnés Reversible Monstera XS,3,14,ARNÉS REVERSIBLE,11
BH-DGT-4,Body Dogtella L,3,12,ARNÉS BODY,9
CO-RED-3,RED COAT M,6,24,ABRIGO,18
CL-BEI-4,COLLAR BEIGE L,1,6,COLLAR PERRO,5
CO-GRN-1,GREEN COAT,6,22,ABRIGO,16
RC-AVC-2,Dukier Chubasqueros Avocado S,5,10,CHUBASQUERO,5
CL-TAT-4,Collar TATTOO L,2,11,COLLAR PERRO,9
AC-PCE-3,Dukier Peace Arnés Clásico M,2,14,ARNÉS CLÁSICO,12
AR-STC-2,ARNÉS AJUSTABLE STICKERS S,3,14,ARNÉS AJUSTABLE,11
CL-BLU-3,Collar Blue M,2,10,COLLAR PERRO,8
CR-PCE-2,Dukier Peace Correa S,2,15,CORREA,13
CL-LPG-2,Collar Cheetah Gold S,2,9,COLLAR PERRO,7
PB-ALN-2,PORTA BOLSAS ALIEN U,2,7,PORTA BOLSAS,5
AR-PKG-2,ARNÉS REVERSIBLE PINK GALAXY S,3,15,ARNÉS REVERSIBLE,12
PJ-SWT-4,PAJARITA SWEETS L,1,5,PAJARITA,4
AC-MON-2,Arnés Clásico Monstera S,2,16,ARNÉS CLÁSICO,14
CG-MON-0,Collar Gato Monstera U,1,6,GATO,5
AC-PKG-4,ARNÉS CLÁSICO PINK GALAXY L,3,10,ARNÉS CLÁSICO,7
CLV-BEI-1,COLLAR PVC BEIGE PVC XS,2,14,PVC COLLAR PERRO,12
PJ-GMM-4,Dukier Bears Gummy Pajarita L,1,6,PAJARITA,5
PJ-PCE-4,Dukier Peace Pajarita L,1,5,PAJARITA,4
PB-UNC-2,PORTA BOLSAS UNICORNS U,2,4,PORTA BOLSAS,2
PB-SBL-2,POO BAG HOLDER SOFT BLUE U,2,8,PORTA BOLSAS,6
AC-PCE-4,Dukier Peace Arnés Clásico L,3,13,ARNÉS CLÁSICO,10
CR-BEI-2,LEASH BEIGE S,2,9,CORREA,7
CO-GRN-5,GREEN COAT XL,6,25,ABRIGO,19
CG-LPG-0,Collar Gato Cheetah Gold U,1,5,GATO,4
AR-SWT-3,ARNÉS REVERSIBLE SWEETS M,4,15,ARNÉS REVERSIBLE,11
CL-GMM-1,Dukier Bears Gummy Collar Xs,1,12,COLLAR PERRO,11
CO-PRP-2,PURPLE COAT S,6,23,ABRIGO,17
CL-MNT-4,Collar Mint L,2,9,COLLAR PERRO,7
CL-MON-4,Collar Monstera L,2,13,COLLAR PERRO,11
AR-MON-2,Arnés Reversible Monstera S,3,19,ARNÉS REVERSIBLE,16
PC-BEE-U,COLGADOR GUMMY BEARS U,1,5,COLGADOR DE BOLSAS,4
CG-MMD-0,Dukier Mermaid Collar Gato U,1,5,GATO,4
CO-BLU-3,BLUE COAT M,6,24,ABRIGO,18
CL-CLF-2,Collar CALIFORNIA S,2,9,COLLAR PERRO,7
PJ-DGT-4,PAJARITA DOGTELLA L,1,5,PAJARITA,4
CL-SWT-4,Collar SWEETS L,2,13,COLLAR PERRO,11
RC-CLD-1,Dukier Chubasqueros Clouds Xs,5,12,CHUBASQUERO,7
CL-TAT-1,Collar TATTOO XS,1,10,COLLAR PERRO,9
CO-GRN-3,GREEN COAT M,6,24,ABRIGO,18
PB-TER-2,POO BAG HOLDER TERRACOTA U,2,8,PORTA BOLSAS,6
CT-GMM-0,COLETERO GUMMY BEARS U,1,6,COLETERO,5
BH-PRP-1,Body Purple XS,2,11,ARNÉS BODY,9
CL-SBL-4,COLLAR SOFT BLUE L,1,6,COLLAR PERRO,5
AC-MMD-3,Dukier Mermaid Arnés Clásico M,2,14,ARNÉS CLÁSICO,12
PJ-STC-4,PAJARITA STICKERS L,1,5,PAJARITA,4
AC-UNC-3,ARNÉS CLÁSICO UNICORNS M,2,14,ARNÉS CLÁSICO,12
CO-PNK-4,PINK COAT L,6,25,ABRIGO,19
CO-GRN-4,GREEN COAT L,6,25,ABRIGO,19
CR-SWT-2,CORREA SWEETS S,2,14,CORREA,12
AC-FPW-3,ARNÉS CLÁSICO FLOWER POWER M,2,14,ARNÉS CLÁSICO,12
CL-BLU-4,Collar Blue L,2,9,COLLAR PERRO,7
AC-ALN-4,ARNÉS CLÁSICO ALIEN L,3,15,ARNÉS CLÁSICO,12
CO-PRP-5,PURPLE COAT XL,6,25,ABRIGO,19
AR-BEE-1,Dukier Beer Arnés Ajustable Xs,3,17,ARNÉS AJUSTABLE,14
CR-CLF-2,CORREA CALIFORNIA S,2,12,CORREA,10
AC-ALN-3,ARNÉS CLÁSICO ALIEN M,2,15,ARNÉS CLÁSICO,13
AC-SGR-2,CLASSIC HARNESS SOFT GREEN S,2,9,ARNÉS CLÁSICO,7
CG-PCE-0,Dukier Peace Collar Gato U,1,5,GATO,4
CR-UNC-4,CORREA UNICORNS L,3,14,CORREA,11
BK-SML-U,BLANKET SMILEY,8,21,BLANKET,13
BH-BRY-1,BODY HARNESS BERRY LOVE XS,2,6,ARNÉS BODY,4
CG-BNN-0,Collar GATO BANANA U,1,5,GATO,4
BH-AVC-2,Body Avocado S,2,12,ARNÉS BODY,10
BH-DGT-2,Body Dogtella S,2,11,ARNÉS BODY,9
AC-SGR-3,CLASSIC HARNESS SOFT GREEN M,2,9,ARNÉS CLÁSICO,7
CO-PNK-3,PINK COAT M,6,24,ABRIGO,18
PB-YLL-2,Porta Bolsas Lime U,2,7,PORTA BOLSAS,5
CR-SBL-2,LEASH SOFT BLUE S,2,9,CORREA,7
AR-PKG-5,ARNÉS REVERSIBLE PINK GALAXY XL,5,18,ARNÉS REVERSIBLE,13
CG-MEX-0,Collar GATO MEXICO U,1,4,GATO,3
CO-PRP-7,PURPLE COAT,7,27,ABRIGO,20
RC-AVC-6,Dukier Chubasqueros AVOCADO XXL,5,10,CHUBASQUERO,5
AC-FPW-2,ARNÉS CLÁSICO FLOWER POWER S,2,14,ARNÉS CLÁSICO,12
AR-SWT-1,ARNÉS REVERSIBLE SWEETS XS,3,15,ARNÉS REVERSIBLE,12
AR-DGT-5,ARNÉS REVERSIBLE DOGTELLA XL,5,17,ARNÉS REVERSIBLE,12
CR-TER-2,LEASH TERRACOTA S,2,9,CORREA,7
CR-TER-4,LEASH TERRACOTA L,2,9,CORREA,7
CT-SWT-0,COLETERO SWEETS U,1,6,COLETERO,5
CR-VIO-4,LEASH SOFT PURPLE L,2,9,CORREA,7
AT-ALN-4,ARNÉS TRAIL ALIEN L,7,26,ARNÉS TRAIL,19
CR-RED-2,Correa Red S,2,13,CORREA,11
AC-ALN-2,ARNÉS CLÁSICO ALIEN S,2,15,ARNÉS CLÁSICO,13
AC-SGR-4,CLASSIC HARNESS SOFT GREEN L,2,9,ARNÉS CLÁSICO,7
TW-SML-0,Dukier Toallas Smiley U,4,13,TOALLA,9
CR-UNC-2,CORREA UNICORNS S,2,11,CORREA,9
CG-PRC-0,Collar GATO PRINCESS U,1,4,GATO,3
CR-SBL-4,LEASH SOFT BLUE L,2,9,CORREA,7
AC-VIO-2,CLASSIC HARNESS SOFT PURPLE S,2,9,ARNÉS CLÁSICO,7
AC-VIO-3,CLASSIC HARNESS SOFT PURPLE M,2,9,ARNÉS CLÁSICO,7
AC-SBL-3,CLASSIC HARNESS SOFT BLUE M,2,9,ARNÉS CLÁSICO,7
CLV-BEI-2,COLLAR PVC BEIGE PVC S,2,15,PVC COLLAR PERRO,13
CLV-GRN-2,COLLAR PVC GREEN PVC S,2,14,PVC COLLAR PERRO,12
CL-CLF-4,Collar CALIFORNIA L,2,9,COLLAR PERRO,7
CG-TDY-0,Collar GATO TIE DYE U,1,4,GATO,3
CL-FPW-2,Collar FLOWER POWER S,2,12,COLLAR PERRO,10
BH-FPW-1,BODY HARNESS FLOWER POWER XS,2,6,ARNÉS BODY,4
BH-TRT-1,BODY HARNESS TURTLE XS,2,6,ARNÉS BODY,4
BH-GMM-1,BODY HARNESS GUMMY BEARS XS,2,6,ARNÉS BODY,4
BH-TER-2,BODY HARNESS TERRACOTA S,2,6,ARNÉS BODY,4
BH-SGR-0,BODY HARNESS SOFT GREEN XXS,2,6,ARNÉS BODY,4
CL-SGR-2,COLLAR SOFT GREEN S,1,6,COLLAR PERRO,5
CL-VIO-2,COLLAR SOFT PURPLE S,1,6,COLLAR PERRO,5
CL-TER-2,COLLAR TERRACOTA S,1,6,COLLAR PERRO,5
CL-SBL-2,COLLAR SOFT BLUE S,1,6,COLLAR PERRO,5
CT-FPW-0,COLETERO FLOWER POWER U,1,5,COLETERO,4
CT-TRT-0,COLETERO TURTLE U,1,5,COLETERO,4
CT-AVC-0,COLETERO AVOCADO U,1,5,COLETERO,4
CT-CLF-0,COLETERO CALIFORNIA U,1,5,COLETERO,4
CG-BRY-0,Dukier Berry Love Collar Gato U,1,6,GATO,5
CG-FPW-0,Collar GATO FLOWER POWER U,1,6,GATO,5
CG-PRP-0,Collar Gato Purple U,1,5,GATO,4
CG-RED-0,Collar Gato Red U,1,5,GATO,4
CG-ALN-0,COLLAR GATO ALIEN U,1,6,GATO,5
PJ-PKG-4,PAJARITA PINK GALAXY L,1,5,PAJARITA,4
PJ-TRT-4,PAJARITA TURTLE L,1,3,PAJARITA,2
KS-BLU-1,KNIT SWEATER BLUE XS,,,KNIT SWEATER,
KS-BLU-2,KNIT SWEATER BLUE S,,,KNIT SWEATER,
KS-BLU-3,KNIT SWEATER BLUE M,,,KNIT SWEATER,
KS-BLU-4,KNIT SWEATER BLUE L,,,KNIT SWEATER,
KS-BLU-5,KNIT SWEATER BLUE XL,,,KNIT SWEATER,
KS-BLU-6,KNIT SWEATER BLUE XXL,,,KNIT SWEATER,
KS-GRN-1,KNIT SWEATER GREEN XS,,,KNIT SWEATER,
KS-GRN-2,KNIT SWEATER GREEN S,,,KNIT SWEATER,
KS-GRN-3,KNIT SWEATER GREEN M,,,KNIT SWEATER,
KS-GRN-4,KNIT SWEATER GREEN L,,,KNIT SWEATER,
KS-GRN-5,KNIT SWEATER GREEN XL,,,KNIT SWEATER,
KS-GRN-6,KNIT SWEATER GREEN XXL,,,KNIT SWEATER,
KS-RED-1,KNIT SWEATER RED XS,,,KNIT SWEATER,
KS-RED-2,KNIT SWEATER RED S,,,KNIT SWEATER,
KS-RED-3,KNIT SWEATER RED M,,,KNIT SWEATER,
KS-RED-4,KNIT SWEATER RED L,,,KNIT SWEATER,
KS-RED-5,KNIT SWEATER RED XL,,,KNIT SWEATER,
KS-RED-6,KNIT SWEATER RED XXL,,,KNIT SWEATER,
KS-YEL-1,KNIT SWEATER YELLOW XS,,,KNIT SWEATER,
KS-YEL-2,KNIT SWEATER YELLOW S,,,KNIT SWEATER,
KS-YEL-3,KNIT SWEATER YELLOW M,,,KNIT SWEATER,
KS-YEL-4,KNIT SWEATER YELLOW L,,,KNIT SWEATER,
KS-YEL-5,KNIT SWEATER YELLOW XL,,,KNIT SWEATER,
KS-YEL-6,KNIT SWEATER YELLOW XXL,,,KNIT SWEATER,
KS-MNT-1,KNIT SWEATER MINT XS,,,KNIT SWEATER,
KS-MNT-2,KNIT SWEATER MINT S,,,KNIT SWEATER,
KS-MNT-3,KNIT SWEATER MINT M,,,KNIT SWEATER,
KS-MNT-4,KNIT SWEATER MINT L,,,KNIT SWEATER,
KS-MNT-5,KNIT SWEATER MINT XL,,,KNIT SWEATER,
KS-PNK-1,KNIT SWEATER PINK XS,,,KNIT SWEATER,
KS-PNK-2,KNIT SWEATER PINK S,,,KNIT SWEATER,
KS-PNK-3,KNIT SWEATER PINK M,,,KNIT SWEATER,
KS-PNK-4,KNIT SWEATER PINK L,,,KNIT SWEATER,
KS-PNK-5,KNIT SWEATER PINK XL,,,KNIT SWEATER,
KS-PRP-1,KNIT SWEATER PURPLE XS,,,KNIT SWEATER,
KS-PRP-2,KNIT SWEATER PURPLE S,,,KNIT SWEATER,
KS-PRP-3,KNIT SWEATER PURPLE M,,,KNIT SWEATER,
KS-PRP-4,KNIT SWEATER PURPLE L,,,KNIT SWEATER,
KS-PRP-5,KNIT SWEATER PURPLE XL,,,KNIT SWEATER,
AR-CLF-3,ARNÉS REVERSIBLE CALIFORNIA M,4,14,ARNÉS REVERSIBLE,10
CRV-PRP-2,0,4,15,PVC CORREA,11
CLV-COR-1,0,2,8,PVC COLLAR PERRO,6
CLV-COR-2,0,2,8,PVC COLLAR PERRO,6
CLV-COR-3,0,3,11,PVC COLLAR PERRO,8
CRV-COR-2,0,4,15,PVC CORREA,11
CRV-COR-4,0,4,17,PVC CORREA,13
CLV-PRP-1,0,2,8,PVC COLLAR PERRO,6
CLV-PRP-2,0,2,8,PVC COLLAR PERRO,6
CLV-PRP-3,0,3,11,PVC COLLAR PERRO,8
CRV-PRP-4,0,4,17,PVC CORREA,13
CLV-SGR-1,0,2,8,PVC COLLAR PERRO,6
CLV-SGR-2,0,2,8,PVC COLLAR PERRO,6
CLV-SGR-3,0,3,11,PVC COLLAR PERRO,8
CRV-SGR-2,0,4,15,PVC CORREA,11
CRV-SGR-4,0,4,17,PVC CORREA,13
CLV-YEL-1,0,2,8,PVC COLLAR PERRO,6
CLV-YEL-2,0,2,8,PVC COLLAR PERRO,6
CLV-YEL-3,0,3,11,PVC COLLAR PERRO,8
CRV-YEL-2,0,4,15,PVC CORREA,11
CRV-YEL-4,0,4,17,PVC CORREA,13
CLV-BLK-1,COLLAR PVC BLACK PVC XS,2,13,PVC COLLAR PERRO,11
AR-CLF-1,ARNÉS REVERSIBLE CALIFORNIA XS,3,13,ARNÉS REVERSIBLE,10
CL-CLF-3,Collar CALIFORNIA M,2,9,COLLAR PERRO,7
CL-DGT-2,Collar DOGTELLA S,2,9,COLLAR PERRO,7
CL-DGT-3,Collar DOGTELLA M,2,9,COLLAR PERRO,7
CL-RED-1,Collar Red XS,1,9,COLLAR PERRO,8
CG-PNK-0,Collar Gato Pink U,1,5,GATO,4
AR-DGT-4,ARNÉS REVERSIBLE DOGTELLA L,4,15,ARNÉS REVERSIBLE,11
CR-PLN-4,CORREA PLANTS L,3,17,CORREA,14
CR-TDY-4,CORREA TIE DYE L,3,18,CORREA,15
CL-STC-2,Collar STICKERS S,2,14,COLLAR PERRO,12
CL-LPG-1,Collar Cheetah Gold XS,1,11,COLLAR PERRO,10
CL-PKG-1,Collar Pink GALAXY XS,1,9,COLLAR PERRO,8
CO-PNK-7,PINK COAT,7,27,ABRIGO,20
CO-RED-7,RED COAT,7,27,ABRIGO,20
CL-STC-1,Collar STICKERS XS,1,14,COLLAR PERRO,13
CL-UNC-1,Collar UNICORNS XS,1,10,COLLAR PERRO,9
PJ-CLF-4,PAJARITA CALIFORNIA L,1,5,PAJARITA,4
PJ-UNC-4,PAJARITA UNICORNS L,1,5,PAJARITA,4
CL-BEI-1,COLLAR BEIGE XS,1,6,COLLAR PERRO,5
PJ-ALN-4,PAJARITA ALIEN U,1,6,PAJARITA,5
CO-PNK-6,PINK COAT,7,26,ABRIGO,19
CO-BLU-5,BLUE COAT XL,6,25,ABRIGO,19
CO-PNK-5,PINK COAT XL,6,25,ABRIGO,19
CO-BLU-1,BLUE COAT XS,6,22,ABRIGO,16
CT-UNC-0,COLETERO UNICORNS U,1,5,COLETERO,4
RC-UNC-2,CHUBASQUEROS UNICORNS S,5,9,CHUBASQUERO,4
RC-UNC-4,CHUBASQUEROS UNICORNS L,5,9,CHUBASQUERO,4
RC-UNC-6,CHUBASQUEROS UNICORNS XXL,5,9,CHUBASQUERO,4
RC-UNC-3,CHUBASQUEROS UNICORNS M,5,9,CHUBASQUERO,4
RC-UNC-5,CHUBASQUEROS UNICORNS XL,5,9,CHUBASQUERO,4
CO-PRP-6,PURPLE COAT,7,26,ABRIGO,19
